Review #,Rating,Year/Month,Reviewer Location,Review Title,Review Text
990,2.0,Apr 2017,"Texcoco, Mexico ",Too crowded,"We surprised our kids with a visit to Shanghai Disney at the end of our 10-day tour of China.  We were happy not to have built it up too much (lowering their expectations), as it was not a very good experience.  We had read reviews, so knew that the place would be busy.  As such, we opted to go during the week, in the hopes that it would be better.  But it wasn't.  We got to do three rides for the whole day, as lineups were hours long.  The FastPass system is also not very good, compared to that of Disney World in Florida, where you can book your rides online days in advance.  At Shanghai Disney, you can only get your FastPass the day of and you need to do this onsite.  Worse, you can only book your FastPass for a given area of the park, so you end up having to walk to several different FastPass kiosks across the park to book your rides - not exactly efficient.But the worse part of the experience was the PUSHING.  People in lineups are the absolute worse here - they pushed my wife, me and even our children!  So very, very rude - unlike our experience in Florida or anywhere else in the world, really.  On the upside, the Tron ride was REALLY cool!  The kids and parents really liked it.  It's very fast and the sitting position is quite novel (you sit as if you were on a motorcycle).  Two thumbs up for that!"
991,4.0,Mar 2017,"Troy, MI ",US expats,"My husband and I visited Shanghai Disney a few weeks ago on the first warm weather weekend. I had read on Trip Advisor the Tron ride and the interactive Pirates of the Caribbean rides were the best attractions of the park. Trip Advisor reviews were correct. These rides were worth the wait in the long lines. We stayed for the fireworks which go off at the closing of the park in front of the castle. The fireworks were a nice ending to a nice day at the park. My one disappointment was the pushiness, cutting in line and shouting of some park visitors. Beware of the umbrellas that come out on sunny days especially when waiting in the lines for rides. The umbrellas tend to invade everyone's personal space."
992,4.0,Apr 2017,"Sydney, Australia ",A really great day ,"We had such a good first day at Shanghai Disney that we went back 3 days later! It's super clean and modern and so much to do. The best two rides were Pirates of Caribbean and Tron, both fantastic. We took our 2 daughters on PoC twice and they are only 1 and 2. It is just so well done! And Tron is a fantastic roller-coaster!Other notable mentions is adventure land, buzz lightyear, the mine train, Winnie the Pooh and the Alice in Wonderland maze. The Chinese took Disney and gave it their own touch, such as the spinning honey pots instead of teacups. Downsides are the sometimes looooooong queues and pushy locals but it didn't ruin our day. One ride, however, alludes us - Soaring Above the Horizon. Despite going there first thing for a fast pass we still missed out and queues were 2 hours all day and still 1 hour at 7.30pm. We were travelling with two very small children who couldn't go on it so a wait like that for us was impossible. They need to refine their system with getting in - we arrived a bit before 9am and it took an hour and a half to get through security checks, etc. And some of their staff still don't know rules around parent-swap so they need to work that out too. Places like Tokyo are all over this.If you want to meet any characters check the programme because they don't really wander around and often the window to see them is very small. Overall a very enjoyable experience. I'd go back in a heartbeat. "
993,1.0,Mar 2017,West Coast ,Terrible Experience,"I don’t even know where to begin.  OK, I’m not a huge fan of the Disney parks.  They’re fun for a few times and then you realize that there’s more in the world to see than some sanitized version of it.  When you fly halfway across the world to another country and another culture, I think the last thing you should do is to go to a Disney park.  The only building I saw that had a bit of a Chinese influence was the Castle and the garden.  Where are the Chinese architectural influences in the rest of the park?  Even the retail stores, they have a Westernized look.  If you took away the Castle, the garden, and the Chinese signage, the squatty potties, and the Chinese staff, you’d think you were in one of the US parks on a day with a lot of Chinese tourists.  It’s pretty funny, though, that some other reviewers rate the park downward because things aren’t all in English.  Instead of widening their viewpoints and understanding that this is how a foreign tourist to the US parks feels when he or she visits, some people feel entitled that an amusement park in China has to have all the staff speak fluent English.  I was looking forward to a park that had more of a Chinese character or accent to it.  I don't think there's even really a Chinese-themed attraction or ride which is pretty bizarre, in my opinion.  Where's the Mulan-themed ride or attraction?  Shouldn’t there be the equivalent of California Adventureland?  And you had to look pretty hard to find a nice T-shirt that says “Disneyland Shanghai” on it.  I thought this park at the time of our visit was a disappointment.  The only truly interesting ride was the Tron ride.  That was fun and that was different.  The Pirates of the Caribbean.. yes it’s updated and fun but it’s not that different from the other Pirates rides.  Soaring, was .. OK.  The Roaring Rapids ride wasn’t that exciting.  You certainly did not get very wet since there wasn’t a very large drop at the end of the ride.  The Seven Dwarves Mine Train was basically a version of Big Thunder Mountain.  The Buzz Lightyear ride was pretty similar to the other ones elsewhere.  That was about all of the big rides/attractions.  The strangest part of the visit to Disneyland was that when we were lining up for the Roaring Rapid ride, we saw a lot of people buying rain parkas to protect themselves from getting wet.  They weren’t buying the official Disney parkas, which had the consistency of shower curtain fabric and a Disney logo in the back.  No, they were buying cheap parkas that had the consistency of a trash bag.  The funniest thing is that these didn’t appear to be official Disney licensed items.  Now if someone were selling unofficial items in Orlando or Anaheim, I’m sure his or her items would get confiscated and they’d be prosecuted to the fullest extent by the Mouse.  But we also saw people selling small Mickey flashlights that didn’t also seem to be official merchandise.  I don’t have a problem with people being entrepreneurial and making some money.  But if you decided to selling your own Disney merchandise and carry the merchandise in your backpack, you’d be stopped at security when they searched your bag.  So how did they get their merchandise through to sell to the tourists trapped in the lines???I let my guard down.  The trip to Disneyland was the last activity we were doing in China.  After all, it *is* Disneyland, right?  So things are nice and safe right?  Our experiences in Orlando and Anaheim would reinforce that notion.  But I got my wallet stolen in Disneyland Shanghai.  I’m not sure where exactly, probably one of the packed lines, but it definitely went missing from my pants pocket.  My thought was if enterprising entrepreneurs can get into Disneyland and sell their items, what other type of enterprising people can also get in and target tourists?"
994,4.0,Apr 2017,"Niagara Falls, Canada ",Beautiful night view,"Had great time there with my cousin.all the fun rides.just too too many people there, every ride has to line up for more than half-hour.The castle look amazing at night with all the lights on."
995,3.0,Apr 2017,"Kuala Lumpur, Malaysia ",It was GOOD... and then it just wasn't,"The BEST Pirates of the Caribbean ride I've ever ridden (and I've done both Disneyland Anaheim and Tokyo Disneyland). TRON - BEST dark roller coaster ever! I sat twice in the wheel-chair rider (rear of the coaster bikes) and have absolutely no regret at all. The rides at Fantasyland is no different that those in other Disney theme parks. Which was really disappointing.  I went on a Wednesday and Thursday but was surprised that the Disney characters (princesses, Mickey & co, Villains, etc) don't walk around much in the park to mingle with the park visitors. In fact I only saw Pluto and that was it. I guess this being China, the Disney characters might get bombarded by the ever annoying mainland locals. The Disney merchandise was a total let down. I've seen better merchandise, especially magnets in other parks. The merchandise here seems to be concentrated 100% on the toddler and kids demographic. (yes, D-Land is for kids, but the adult market has it's potential). Perhaps the two facilities that deserves applause and special mention are the toilets and drinking water fountains. Ever impeccably clean and located in so many places, we totally kept hydrated as much as we wanted, knowing the nearest loo was just around the corner.   Be warn : mainland guests are not shy to cut queues, just because their friends are 25 steps in front of the line. One day is good enough to cover all basic attractions. I bought a two-day ticket, and was bored by the second afternoon."
996,5.0,Apr 2017,"Vientiane, Laos ",It's a fantasy world,It's so beautiful and lovely place to bring my young family there. We also stay at their hotel with Disney character breakfast. The theme park is really beyond my expectation given that I read some of the quite negative articles before. The decoration and rides are so beautiful and fun. Love their ease of accesibility
997,5.0,Apr 2017,"Adelaide, Australia ",Best Disney Castle and fantastic Treasure Cove area,"Hard to describe how big and impressive the Castle is and how wonderful the park is. In many ways, this Disneyland is better than Anaheim, Disney World and Paris.  The Pirates of the Caribbean area is huge and themed so well. Of course the ride is sensational but you could easily spend more than 3 hours in the Treasure Cove area. You must eat at Barbossa's Bounty and have the Pirate's Platter. Although similar to Anaheim, where you eat inside the ride, there are separate Pirate's taverns to eat in and each are individually themed. Kids loved the free ice creams and so many interactive attractions and clean toilets. Pirates of Caribbean ride was easy to access with short queues especially when the fireworks were on and worth walking straight there when park first opens. Tron ride was a family favourite and the seats near the southwestern corner of Gardens of Imagination were excellent for fireworks that were still available an hour before the performance.  The Golden Fairytle Fanfare at the base of the castle is far superior to the parade and worth getting good seat 45min before performance."
998,3.0,Mar 2017,N/A,Dr.Minol Amin ,"We didn't like narration in Cantonese. Very few food joints you would like as vegetarian,  rest is as good as any other Disney "
999,4.0,Apr 2017,"City of Greater Geelong, Australia ",Great Park very busy,"We enjoyed Disneyland, it is definitely one of the best theme park in the world. So big that impossible to explore the park in a day. The highlight for me is the tomorrow land, ultra high tech. Some activities have to queue up for over an hour. Not too bad as it is always something looking around. So many people in the morning, the fast pass isn't easy to get. I think the best option is to get a sessional tickets and go there in the afternoon after 3pm for a few days."
1000,4.0,Apr 2017,N/A,It's disneyland but different,"Ok. The Chinese culture is different and you can even see it in disneyland....First of all its not as clean as disneyland should be. Absolutely English anywhere.Chinese are pushy and not that pleasant.The rides are nice but not ad many as in the states (some thrillers are missing).We were there on a weekday and it was crowded. Some of the rides were a 90 minutes wait. Fastpasses machines not that easy to find. Maps are very hard to understand.Overall it is disneyland (missing some of the disney vibe), but different.Kids still love it.Enjoy."
1001,5.0,Apr 2017,"Mackay, Australia ",Making dreams come true ,"This really is the happiest place on earth. Went with my young family and one other family and had a ball (even with experiencing the few negatives which I'll outline later)!The newest of Disney's parks is clean, bright and very embracing but just be prepared that basically all the shows are in Mandarin/Chinese (obviously)! You have to be fully aware that the entrance lines are massively long, even at 8.30am (well it is a country of 1.3b people)! It will take about 1-1.5 hours to get through the initial security check point where your bags are searched, but once through that, it's only about 5-10mins to get through the adjacent admission gate, THEN YOUR'E IN! My tip (and what I did) is pick the ride you truly and desperately want to definitely ride, and go straight there first up! I ran to the TRON ride and 'WOW', loved it. Took me 50mins to get on (as everyone else has the same idea) BUT when I got off the ride the advisory sign listed the wait time as 140mins!!! Now, this will cost a little bit more but I strongly suggest having lunch at the Castle Banquet Hall. You can pre-book or just show up on the day. I have two young children under 13 years of age, and they just LOVED IT! You get absolutely fantastic restaurant quality yummy food, unlimited drinks, superb standard service and Disney characters constantly attending your individual table and giving you personalised attention for unlimited photos (we got Mickey, Minnie, Donald and Daisy). And honestly, with the prices you get charged for the park's fast food, the banquet hall is not that much more expensive and hugely a much better experience (in comfortable air conditioning). Now the regrettable negatives, and this is only so you can be prepared and watch out for them. - as outlined, long long line-ups. Just try and prepare for this as it's unavoidable, - illegal 'hawkers' selling crap, 'knock-off' Disney merchandise both inside and outside the park (the bastards even get on your tour bus at the end of the day and try and push their wares),- a lack of shade related areas on hot days so drink heaps of water (it's so cheap to buy in the park -approx AUS $1.90/ CHN ¥10 a bottle),- like any theme park, some rides are closed for renovations at short notice, so do some research before going to avoid disappointment (to small or big kids), - some (a lot) locals are quite vulgar compared to western attitudes and expectations, and spit everywhere/anywhere, - my wife was devastated - this is our 3rd DL theme park and it doesn't have Disney's signature ride ""It's a Small World"" (ha ha ha). Anyway, my opinion, arrive early and leave late. Get as much in as you can and you'll have so much fun. "
1002,3.0,Apr 2017,"San Jose, CA ","There were highlights, but know that it isn't quite as magical","Tron and Pirates of the Caribbean are the top must visit rides. Check Google for days of the week for peaks - we visited on Monday and Tuesday. It was raining on both days, enough rain that we needed ponchos (easily available for purchase at the Disneyland Resort or stores inside Disneyland). But less crowd on Monday (not sure if it was the rain). Highly recommend just trying the snacks while inside the park, and making the trek to Disneytown for meals. We had the Mickey Mouse pizzas inside the park, and it was cute but not good. We tried their version of turkey legs, and while the locals around us all were devouring theirs, I was turned off by the smell. We shared 3 legs amongst 6 and still had left overs. We also tried the cafe in Tomorrowland, the kid's meal with chicken was over cooked and dry, the veggies were inedible. The fries were the only decent item. If you stay at the Disneyland Resort, grab breakfast at the Ballet Cafe before heading over the Disneyland. You'll have much better tasting food there. Even room service food was good! "
1003,2.0,Apr 2017,"Playa del Carmen, Mexico",great rides! awful experience!. no disney vibe!,"The rides are great . no question about that. The shows are ok and in mandarin so don't expect any show in english. Most of the staff knows some english. all the staff is very polite and profesional. but here comes the list of bad things that we experienced 1 - we were warned about big lines so we arrived at 7AM from the toy story hotel just to find a huge crowd of people making line to pass security. The crowd was full of creepy people who make line for money. They arrive very early , take the first places. Then they go out of the line and off you for money to be squeezed in to the first places. people called out the line skippers to the security and no one does anything . no one was sent to the back of the line and one one punished in any way. It seems like the organizers allowing all this to happen because they have a cut from all the illegal activities in the park. 2 -  The lines are very long . sometimes up to 120 minutes for some rides which only last about 90 seconds . People skip lines like crazy. you have to pay good attention to who is behind you . As soon as you look the other way, they will try to skip. usually they try to skip in the turns of the queue.   Old ladies tell little kids to run forward though the line, then they will tell you like they going after the kid but they will not come back to their original spot. its very shameful. old ladies do that a lot.   Only once I saw the security send the skippers to the back of the line out more than one dozen incidents of skipping. 3- illegal merchandise is sold inside and outside the park in large quantities. The organizers just allow this to happen because in my opinion they get a cut from this4-  All fast passes are finished by 11am. the lines for the fast passes are huge. creepy people sell fast passes everywhere  (they remind me of drug dealers in concerts)  and these fast passes work. it looks like they print out about half of the fast passes and give them to these dealers to sell. This is why they are finished very fast. I think the organizers wanted to sell fast passes and cheap merchandise from very beginning legally in the park .but the headquarters of disney do not allow it. So they turned to the illegal dark ways to do this 5- they sell seasonal passes. this in my opinion overcrowds the park with local people from Shanghai.  I met a couple that had such a pass. they come 2-3 times  a week to the park. 6- people smoke and spit everywhere (I expected this in china)7 - people let their kids pee and poop on the grass while inside the queue lines for the rides. They do not want to miss their spot so they just let kids do it right there. I saw boys and grown man peeing inside a bottle just so they do not need to leave the queue . its very shameful8 - this is a good thing. The restaurants are never full . Everyone is making lines for the rides and brings their own food. to summarize this park is not anywhere to the disney standards. it just does not feel like disney.  The headquarters in the states should really consider sanctions or something against such behaviors of the organizers.   it looks like its controlled by a mafia. If you go to single rider lines, you will pass a lot faster, maybe faster than fast pass. Especially in Tron.  My advice is to go very early like 6am. Camp out by the entrance  with drinks and snacks. Also bring snacks of the queue lines. Run to adventure islas as fast as you can after entering. go to the fast pass line and get the fast pass to Roaring Rapids. then run to Soaring over horizon and get in line. Before 10am its less than 20 minutes wait . Then go to roaring rapids. after that you will have to make lines . Pirates of the Caribbean is better before closing. Smaller lines.  Tron is much cooler at night .  Buzz light year always has less than 20 minutes wait. Dumbo lasts only 60 seconds and you have to wait one hour in line. If you want a good spot for the castle show in the end, you have to camp out since 5:30PM. never go on weekends  , Monday and Tuesday. These are the most busy days. on Saturday , each ride has more than 120 minutes wait time"
1004,3.0,Apr 2017,"Newtown, Australia ",Would be great if it wasn't so busy,"We visited Shanghai Disneyland on a Thursday thinking that it wouldn't be as crowded and were disappointed. We arrived just after 9.00am and were in a line for about 1/2 hour for the security check and then another 10-15 mins to get in the gate (would recommend getting there earlier).As we had the Disney app (which is great) we decided to head to Tomorrowland to line up for Tron. We managed to pick up a fast pass for Tron which was to be used within the next 2 hours. We did the Buzz Lightyear Planet Rescue and the lined up for Tron as it had a 70min wait, just enough time to do the ride and do it again with the fast pass. We ended Lining up for Tron for 90 mins and missing the fast pass ( they were kind enough to let us through though). After Tron we had lunch which was ok and then lined up for Hunny Pot spin (which was a reasonable 1/2 wait).All the other rides in the park that we wanted to go on had more than a 2 hour wait (all fast passes ran out very early). We decided on Roaring Rapids - which ended up being around a 2 hour wait; it was a fun ride but not sure it was worth the wait.After this it was late in the afternoon & we had only done 5 rides & were quite tired for standing for so long, we did the Alice in Wonderland Maze and then decided to head back to the hotel.Overall it wasn't a great experience, there were a number of rides that were closed i.e Dumbos and the waiting times were just too much.We have been to Hong Kong Disneyland a couple of times as well as Tokyo and have had an amazing time but Shanghai just wasn't a lot of fun (Tron is a great ride). The children had fun on the rides that they went on but were exhausted by the lines & no one was up for the fireworks. We spent 9 hours at Disneyland with a half hour break for lunch & only did 5 rides, it really isn't worth it!!"
1005,3.0,Jan 2017,"Singapore, Singapore ",New and Big Theme park at Shanghai,"it's a new and very huge theme park at Shanghai, crowded , long Q   and enjoy the games inside the park. It will be better provide more rubbish bin inside the park because people there always any how throw the rubbish on the ground."
1006,4.0,Apr 2017,N/A,Enjoyable with the right expectations,"Bought the 2day pass to Shanghai Disneyland for a Tue-Wed. We did loads of googling about Shanghai Disneyland beforehand. We went in expecting the place to be crowded and the lines to be long, so we only aimed to do the 3main rides and for the rest of the time we went to the shows, admired the design of the place, window shopped, and tried the food there. First day we arrived at the gates by 8.10am managed to get into Disneyland at 9am on the dot. Went to see Soaring as our first ride, this took ~30min of waiting in line. On our way to Soaring we saw the fastpass line in adventure isle and it was huge! Definitely longer than the actual ride itself. We also did pirates of the Caribbean the first hour of park opening - this took 30min of waiting. After ~10.30am all the lines were over 60min long for the main attractions. We used our second morning to do the Tron ride. Tomorrowland was much less crowded in the morning compared to adventure isle. Tron ride fast passes run out slower and we managed to do our second Tron ride using the fastpass - there was no line for the tomorrow land fastpasses in the morning. In general we felt tomorrowland was less crowded than all the other lands and for that reason we enjoyed it the most. Overall we had a great couple of days. Pros were:- very well maintained place and everything was still looking new- plenty of clean toilets- free drinking fountains everywhere- the restaurants were less crowded than we thought and it's easy to go to disneytown for alternativesCons:- not really any real negative reviews, personally we preferred themes from the Disney renaissance era since we grew up with those movies but the park themes are more in tune with movies from 2000 on wards and Star Wars.. this made the place feel less nostalgic & magical - people use their phones to capture literally anything and everything which sometimes detracted our enjoyment of the rides/attractions since phones/flash lights get in the way.."
1007,4.0,Dec 2016,"Perth, Australia ",Brilliant beginnings for this park,"It was with some trepidation that my husband and I headed to the newest Disney Resort. We'd heard stories and seen footage of some uncouth behaviours that had us wondering how this experience was going to treat us. We stayed onsite at the Disneyland Hotel and our visit gave us three nights and three days of park time. In our opinion, this was perfect, however we did ride some rides more than once daily. We don't speak mandarin, however the staff were fantastic with us and we got by just fine. The rides on offer were great. It's worth a visit for Pirates and Tron alone! There were a range of meet and greets on offer, the shows were spectacular and the castle light show was just magic!The only behaviours we noticed as an annoyance was the rush to get into the park, with guests disregarding signs and running to their first attraction, and people holding places for people in lines.Having been to Paris, Orlando and Anaheim prior to this, I can attest to them bringing the Disney magic, however I will say it's a work in progress. There is clearly demand for more attractions and the works in progress show that Disney have recognised this. The one annoyance we did experience was with the PhotoPass with both setting it up and with using it, which Cast Members were able to resolve easily. That said, I would recommend only using one photo card per photopass if you are there for more than one day. If you can, stay at the Disneyland Hotel, which offers spectacular views to the hotel and while you cannot see the castle show in detail, you can enjoy a fabulous view of the fireworks. My other tip is to be wary of city taxis if you don't speak mandarin. If possible, catch public transport or organise private transfers. Would I return? Absolutely! I fell in love with both Shanghai's City and Disney Resort. "
1008,5.0,Apr 2017,"Hong Kong, China ",Most beautiful Disneyland so far! Absolutely worth visiting!,"I've been to all the Disney Parks in the world and Shanghai Disneyland is by far the grandest, most beautiful version there is so far!  I grew up in L.A., (therefor, went to Anaheim Disney a few times a year, Orlando once every 3-4 years), visited Euro Disney in Paris, Tokyo Disney and Disney Sea multiple times and have lived in Hong Kong for over a decade (Hong Kong Disney once a year!)  I previously told myself that I would wait 5 years for the novelty of Disneyland in Mainland China to wear off on the locals before going myself, but on a last minute Easter long weekend trip, my husband and I booked a trip to Shanghai and playing at Disney Shanghai for one day became our top priority!We went on a Friday, during Easter weekend and true to the other trip advisor reviews we read, we went 40 minutes before the park opened to line up to get through security.  We got to the park at 7:20 am, went through a very strict security and made it to the ticketing entrance by exactly 8:00 am, which is the official opening hour of the park!  Even though it was a Friday, it was not considered to be a peak day and we paid 370 rmb ($53.75 USD) each for a ticket, which is SUPER worth it in my opinion.  The ticket price is the cheapest Disneyland ticket in the world, as most of the Mainland locals can't afford much higher.  Just for reference, here are the ticket prices of the other Disneylands in the world: 1)  Hong Kong - HK $589 ($75.75 USD),  2) Tokyo -  7400Yen ($68 USD),  3) Anaheim $99.50 USD starting,  4)  Orlando Magic Kingdom $99.50 starting.Our expectations were not set very high and as we're from Hong Kong, we know the cultural and social norms of Mainland China.  We studied the Disney Shanghai map quite a bit before going and figured that there was no way we could get through all the rides in a single day even if we got the right amount of fast passes at the right time.  So instead, we bought their Premiere Access Pass (Shanghai Disney is the only Disney Park that offers such a service) which is the equivalent of getting all the fast passes (7 rides total) in a little packet with no time limits for 480 rmb ($70 USD) each.  On Peak days, the Premiere Access Pass cost 600 rmb and yes they still sell out.  Yes, the Premiere Access Pass is almost more than 1.5 times the cost of the original park ticket but if you are ok shelling out almost $100 USD for a normal ticket at the US Disney parks, then this is definitely the option to go for.  To combat scalpers from buying these Premiere Access Pass tickets then selling them off again for profit, we had to take a selfie with the Disney staff who sells the Premiere Access Pass that day and this selfie along with the passes had to be shown to the Fast Pass ticket collector in front of each ride for us to be able to get on.  We assume that the scalpers previously just bought out these Premiere Access Passes to scalp and the real guests who wanted them couldn't get them anymore and so, they implemented the selfie rule.  Even with the Premiere Access Passes, it still took us the entire day from 8 am to after fireworks (8:30 pm) to see almost the entire park.   The only attractions we missed were the Frozen Sing-a-long and the Adventure Trail.  The average wait time that day for the popular rides (Seven Dwarf’s Mine Trains, Soarin, Raging Rapids and Tron) were all at 160 mins.  Most of the other kiddie rides were at 45 – 60 mins.These are our thoughts on the Rides and the Shows:Tron: awesome new form or roller coaster where you’re going headfirst as if you’re riding a motorcycle!  Ride this at night when the colorful lights turn on!Pirates:  The most amazing ride of the entire park.  It uses the most advanced technology in any of the Disney theme parks and the effects left me gaping like a goldfish.  Worth a 2nd ride if you have time.  Seven Dwarf’s Mine Train:  This is a fun roller coaster appropriate for all ages.  Probably not worth a wait longer than 45 minutes though unless you are with children.Raging Rapids:  Similar to any rapids ride in the world.  Winnie the Pooh / Peter Pan:  Similar to the ones in the other Disney parks with newer technology and projections.  Soarin:  Exactly the same as the ones in the US but with different content.  Coming from California, I thought the original was a better “story” as it had more of a cohesive feel to it.  This one features international landmarks but seemed more random.  Buzz Lightyear:  New Technology! Much more accurate than the older versions and you can actually tell where you’re shooting!Jack Sparrow Stunt Spectacular:  My husband speaks fluent mandarin and even he can only understand about 50% of what they’re saying but it still is a fun stunt show.  Also features technology that I have never seen used on a stage before.  Tarzan Acrobatics Show:  This is the one attraction that I think can be skipped in this Park.  If you’ve never seen a Chinese acrobatic show, then it’s still fun to take children to go watch. It floats halfway between a Chinese acrobatics show and a mute musical so it was a little odd. If you’ve seen a proper acrobatic show or musical / play before, this one can’t compare as the artistic direction is not quite there.   The story itself is quite broken due to the need to show off different tricks.  Other things worth seeing:  The Maze of the Queen of Hearts!  It’s a spectacular little garden right under the Main castle and the mosaics around the park!  There are 4 main mosaics inside the castle and they are sooo beautiful!  And specific to Disney Shanghai - there is also a Zodiac wall walk in the gardens where featured mosaics of the different Disney Zodiac animals make for cute photographs as well!Castle:  The Biggest and most beautiful in the world!  Pictures do not do it justice!Parade:  The floats are SO Beautiful!! I think it’s the first time Disney has given Mulan her own float (to celebrate being in Shanghai, China of course…) and was quite a long parade so it was very enjoyable.Fireworks:  Different from what you’d expect.  There are very few actual fireworks because the Shanghai government has restrictions and actually doesn’t allow fireworks in the city to help combat pollution.  Instead, they’ve done a light show 3D-projected onto the Castle.  But like all projections on uneven surfaces, it’s difficult to tell what’s going on.  It wasn’t bad, but I personally prefer the spectacle of fireworks.  Overall, Disney has done a great job in cleaning up the image of Shanghai Disney from its first opening days.  The park staff were very helpful and friendly, everything was very clean (even the toilets!  There’s no line for western toilets btw…), graffiti was no where to be seen and there’s barely any trash on the floor.  The staff try very hard and are very professional even in stressful circumstances.Of course we expected line cutting and shoving as most Mainland Chinese from rural areas have had to fight their entire lives for anything, but it really wasn’t as bad as we expected.  My husband and I just lined up horizontally to take up the entire width of the line and if there’s a little pushing, you can just tell them off and they’ll stop.  The most used excuse is “I’m looking for my kid” or “husband”.  99% of the time, this is a lie.  The lady behind us tried to cut by saying “Her husband is in front”.  We told her to call her husband and tell him to wait up for her instead and sure enough, when we got to the front of the attraction, she completely forgot about her imaginary husband already and rushed onwards with her friend.  Some families also have little kids run under everyone’s arms and they chase the kid with their entire group and cut where the kid stops running.  Best way to avoid this is to not let the kids run through.  That being said, overall, most everyone was very civilized and waited their turn. Every 10 minutes or so, the ride operators play a voice notice in Mandarin reminding people to wait their turn in line and to respect that everyone has a fair wait.  Scalpers will also keep offering you fastpass tickets that they get on their seasonal pass.  These get progressively cheaper throughout the day as they’re about to expire.  A lot of people also rush through the lines selling fake Minnie Ears for 10 rmb each so a lot of people wear these which I guess in a weird way, help contribute to the overall atmosphere?  Most of the locals also don’t know their classic Disney lore so you’ll see a lot of men also wearing Minnie Ears.  They know Frozen and Pirates the most.  Like the other reviewers have said before, a lot of Mainland locals (probably not from Shanghai) bring their own food and thus, the restaurants have PLENTY of seating.  For us who are used to food in Asia, the food in this park is a welcome variety as not everything is Deep Fried.  An interesting snack that we had was “Seafood Churros” which are super thin, fry-like fish fingers covered in Okinawa Sauce and Bonito Flakes (found in front of Pirates).  If you’re adventurous and used to International Cuisine, you should try it! It was fun to eat!This park also features 3 large grassy picnic areas which is a nice addition for larger families.  As for the language barrier, it was no surprise to us that everything was in Mandarin. My mandarin is quite poor (in HK, we speak Cantonese) and I find it completely fair that everything is in Mandarin since the park is in Shanghai.  When we went to EuroDisney, we couldn’t understand the French instructions.  When we went to Tokyo Disney / Disney Sea, we couldn’t understand the Japanese instructions, but that’s to be expected!We had dinner at Wolfgang Puck’s in DisneyTown outside afterwards and it was good.   The food was according to Wolfgang Puck’s usual restaurant standards but they like to serve you all the food at once in varying order.  But I guess that’s just a cultural difference (food is served as soon as it done so it’s as fresh and hot as possible).Overall, Shanghai Disney is really worth going to because 1) the attractions use the latest technology Disney has ever used in any park, 2) some things are particular to Shanghai Disney only and are not at any other Disney park, 3) The cheap ticket price and 4) The park is really just so beautiful done!  We’ll definitely come back to visit!  Rumors are they should be expanding in a few years too!"
1009,5.0,Apr 2017,"Princes Risborough, UK ",Fantastic Day!,"This was our first visit to a Disney park and we had a fantastic day, it really exceeded our expectations.  We went on a public holiday so expected crowds but it really wasn't too bad particularly because the park is so spacious.  The shows and parades were excellent and there was a great atmosphere, no issues with language barrier and all the staff were very friendly.  There are not a lot of big rides so older children may get bored but for families with younger children >10 it's perfect.  Would highly recommend for anyone visiting the Shanghai area."
1010,5.0,Apr 2017,"Nashville, TN ",The best Disney Park ever built,"Breathtaking castle is surrounded by the best rides that Walt Disney Imaginneering has ever created.  Crowds were a bit hectic, and the locals seem to struggle with the concept of queuing, but it still didn't change the fact that I had a wonderful time."
1011,5.0,Mar 2017,"Macon, GA ",A Must See for Disney Fans!   Disney Fans will be in Heaven!,"WOW!   I was simply blown away by this newest international Disney park.  Yes, I flew 15 hours from America just for this park and it was worth every penny.  Spent four days there soaking up all the magical details.  Disney has built this park to handle crowds perfectly.  Favorite rides included Tron, Pirates of Caribbean, Soarin', and the Exploration Trails.  Even if you have done Soarin' in America, do it here.  The queue is mind blowing with a planetarium style ceiling leading you in.  The ending is from downtown Shanghai.  Spend some time exploring on Mickey Avenue.  So many new, neat touches.  Be sure and check out the Gardens of Imagination, and get your photo with your Disney animal on the Chinese Zodiac.Everything just smells new and looks fresh throughout this park.  The cast members had some trouble with English, but tried hard to help.  Loved being able to hop over to Disney Village for a meal after the fireworks.  Do not miss the afternoon parade and special shows especially Tarzan.  Classic rides like Peter Pan and Buzz Lightyear Blasters are revamped with new advanced touches you are sure to enjoy.  Went on a Monday - Thursday, and crowds were light especially once the sun went down.  Did notice some guests who just bumped there way in front of me when in line, and witnessed some upset Americans at these Chinese guests who seemed to not know proper park protocol.  Regardless, you will enjoy every second of this most magical park."
