Review #,Rating,Year/Month,Reviewer Location,Review Title,Review Text
2949,4,13-May,United Kingdom,"Another Disney, another Continent","I have visited Disney in Florida and Disney near Paris, both times with my kids. This time it was Disney , Tokyo with my Grandson and his Mum. On the face of it, they were all very similar with the same attractions. Disney Tokyo is on a smaller site. The good news was shorter walking between rides, the bad is the queues seemed much longer. Maybe it was just very busy, but judging by the car park and what I have been told, this was a quiet Friday! I suppose I should also say that my grandson is only 2 1/2 years old and in all honesty 2 years too young. Don't get me wrong he loved it especially the electric parade, but queuing for 40 minutes is really too much to ask of him. The Disney theme continues to endure and it's pretty much a standard product. This was a shame because Tokyo could have been more Japanese and less American and been the better for it. The food was US and not up to standard. Take your own and save a fortune, as many Japanese visitors did. To really get the best from Disney you need to plan carefully. Start EARLY and hit the most popular rides while the queue is short. Lunchtime people are eating so eat earl (or late) and make the most of the slack time. Don't take your own buggy, hire one. Though expensive it's still a fantastic day you will never forget whatever age you are. Finally one strange thing about Tokyo is the number of unaccompanied adults. It seems no matter how old we all enjoy the magic, just glad I had my grandson to supervise😎"
2950,4,13-May,United Kingdom,Disney style with Japanese substance,"I visited here back in 1996 and a lot has changed since then. A monorail has appeared, several hotels and a whole new park 'Disneysea'. I have fond memories of this park as it was actually the first one I ever visited. I still think it probably has the best 'Castle' of any of the 'Magic Kingdom' parks.Ride wise it has Space and Splash mountains, the haunted house, Pirates of the Caribbean, Winnie the Pooh, Big thunder mountain and a few other ones. Space mountain, out of all the worlds non-inverting one's I reckon this one is by far the best, it's in total darkness where as some of the others leak a lot of light. Winnie the Pooh is also different from other versions and is technologically very advanced. Haunted house and other rides are pretty identical to other world versions. 'It's a small world' is just as irritating here as it is anywhere else.What sets this park apart though is the parades and the shear attention to detail. Can you imagine being in a USA park and everyone sitting down nicely when told to do so? We were sat about 15 feet from the rope yet still had a great view as everyone was just so well behaved. You have the feeling that if someone stood up at the wrong time an impeccable dressed employee would develop a Samurai sword from nowhere and a head would roll. Coming from the west it's just very different but it's beautiful to be a part of and appreciate it all. The attention to detail is stunning in all aspects, be it the parade or even just the servers in a 'Churro' truck. You will not find an employee that can't speak at least two languages and all were very forgiving and understanding of my very bad Japanese pronunciation (although I get the feeling that they do appreciate the effort, even if they do confirm what you've asked for in English). We experienced impeccable service and politeness during our entire stay. If you get the opportunity to come here, do, you will not regret the experience. It contains nothing really new if you've experienced the other parks in the world, but the people do separate this one apart. "
2951,4,13-Apr,Singapore,When you wish upon a star...,"In April 2013, we visited Disneyland Tokyo for the first time. As expected, most of the attractions are quite similar with the one in Paris. But the most challenging (and quite annoying part) is that they are using Japanese in most of the attractions. So if you are not native speakers or fluent in Japanese, maybe you won't be really enjoying much.Apart from the language barrier, you may not see any unique collections of souvenirs as you can find easily in Paris. They are very standard items such as clothings, toys, stationeries etc.Since we went there during weekdays, the queue was not so long. In average, we could 'enjoy' around 40 minutes of waiting time.Overall we are still satisfied with our visit to Disneyland Tokyo, as it's one of our favourite places. We surely come back again in the future."
2952,5,13-Apr,United States,Disney level quality with Japanese attention to detail!,"Having visited both Disneyland and Disney World in the U.S., I had high hopes for this park. I was not disappointed.  Remember this is like Disneyland, in that it is only the Magic Kingdom with its different 'lands' (Tomorrowland, etc).  The park is immaculate and has all the feel and magic that Disneyland should.  This is its 30th year, so all merchandise is labeled as such.  The Japanese LOVE their Disney products!My daughter just turned three, and this was her first Disney experience.  I think we were more excited than she was however!Most employees spoke very good English and were very good at answering questions regarding parade times, etc.  I think that the employees here are more attentive and 'magical' than their U.S. counterparts...which says a lot because they are all very good.  When it came time for parades, they were very good at marshaling off the areas and keeping order.  They have areas a certain distance from the ropes that are for sitting only, to ensure everyone can see.  After that, it is standing only. The parades are long and very spectacular!  Especially the night time electrical parade!  Also noteworthy is the stroller parking.  You leave the stroller outside of the attraction.  Employees keep the area tidy and there is no fear of theft whatsoever.Perhaps my memory of the U.S. parks is failing me, but it seemed that here in Tokyo, many of the rides (Snow White, Roger Rabbit, etc) were a bit too scary for young children.  They were pretty intense and 'dark' which scared the bejezzus out of my toddler.The food was fantastic and actually reasonably priced.  The park itself was 6200Y ($68 UDS) per adult.  It was well worth it and I would go back again!  This is an all-day affair!To get here by the trains, take the JR Yamanote Line (or metro) to Tokyo station.  From there, transfer to JR Keiyo Line to the Maihama station.  The park entrance is a short walk from the train station.  After walking off of the pedestrian bridge, stay to the right and you will see the ticket booths."
2953,3,13-Apr,Malaysia,"Another park , another shopping mall !","Definately for the younger generation , me n wife in our 50's just took a stroll and a ride on the Disney train circuling the resort. You will need a full day in the resort n I do not have the 'energy' to circle the resort nor handle  the rides . But the shopping mall was great , 4 levels including restaurants. Went to the CROC shoes outlet , they have the latest designs n reasonable price too .Me n wife bought a pair each. Nice flowery gardens , good to snaps memory photos. Easy access , as the train stops at Maihama station within the Resort grounds."
2954,5,13-Apr,Australia,Wonderful day out!,"My husband and our two adult daughters (aged 30 and 32) spent an absolutely fantastic day at Disneyland. It was certainly a full day. We arrived at Disneyland at about 8.30am and did not have to queue very long for tickets, so we were in the park just after 9 and did not leave until just after closing time (10pm). I am sure that if the park had been open until later our daughters would have had us there even longer as we were all having such a good time.We went on a Tuesday and were pleasantly surprised at the length of the queues. The longest we had to queue up for was about 30mins. Our usual wait was only 15-20mins and there were many times when it was even shorter than this. We did make use of the Fast Pass system twice. We did all of the rides that we wanted to (and that was most of them) and many rides multiple times, e.g. we did the Splash Mountain ride 3 times.As other reviewers have commented it is a very clean park (just like the rest of Japan really) and the rides are fantastic. Our favourites would have to be Splash Mountain and the Winnie the Pooh ride (how those cars work is fascinating). As has also been mentioned one of the best times to ride is while the parades are on as the queues are much shorter. At these times we could often just walk up to rides. We still saw a fair bit of the night parade because we went on rides near and/or overlooking the parade.Overall, a fantastic day out and a real highlight of our trip to Japan."
2955,5,N/A,N/A,The Pooh ride!,"What can I say, it's Disneyland. It was a fun experience and we must have gone on a great day, because the lines were not outrageous. My favorite ride was the Winnie the Pooh. It was really well done, as interesting on how it worked. Very well done!  I was really excited to see the electrical light parade, but unfortunalty it got really windy which caused the cancelation of the parade. Overall great experience."
2956,5,13-Mar,Australia,tokyo disneyland,"Tokyo disneyland was unbelievably excellent, especially the parade of disney cartoon characters at nitefall.Beautiful gardens and scenery.Recommend you put a whole day/niight aside for this experience."
2957,4,13-Apr,N/A,Good Place To Visit!,"Had a good trip with my wife there and actually spent the whole day there. Had a few rides and the Star Tour was a ride not to miss. However, it was so confusing when finding the actual place to buy entrance tickets to go into Disneyland and there were no staffs there to assist. Waste a bit of time there."
2958,5,13-Apr,United Kingdom,Such fun to try new rides!,"Unlike any other Disney park - new rides we didn't know from elsewhere, brilliant mythical show on the lake - great day out!"
2959,5,13-Apr,Philippines,nice disney park,clean park... nice shows... beautiful magical night parade.  Typical of Japanese culture...clean and meticulously well made park with great rides and shows.
2960,5,13-Apr,United States,The best Winnie the Pooh ride anywhere,"It seems like a normal dark ride, but then you notice that there is no track.  The part were you bounce and then the ride vehicles dance around each other is amazing.  The rest of the park is just as nice.  This park has some other unique attractions not found at any other Disney park."
2961,3,13-Mar,United Kingdom,Disneyland Sea,"Spent a very long day here at Disney Sea in the rain! Long ques and not the best, but you have to do it. The rides we did get on were fun. The food was ok but I think the weather did not help the visit. Even in Winter its full of people!!!!"
2962,4,13-Mar,Malaysia,Neat and Clean Disneyland,"Getting to Disneyland Tokyo is very easy by train. From Tokyo station to Maihama station only takes about 20 minutes. Everything was so nice, including rides, shows, parade, and fireworks. All employees of Disneyland are helpful and polite. I am impressed that they maintain it so neat and clean. My kids love it so much. Only thing was there were too many visitors and queues were quite long that day. Anyway, we had a great time at Disneyland. "
2963,5,12-May,Finland,Superb,"The roller coaster was superb, the best ever, but the queue to it much too long!! Nice and tidy place."
2964,5,12-May,China,great place for children and family,a very nice place. Would be perfect for family and children. The staffs are super friendly and nice. Would love to visit again~
2965,4,13-Apr,Australia,Busy but worth it,"It is certainly very busy but everyone is so polite and friendly. We managed 3 fast passes in a day. We were not prepared to wait more than an hour in a line. I needed to remind the family that Disney is a theme park not a Fun park, ie not about the rides. We LOVE that prices of food inside the park is reasonable and there are water bubblers everywhere and free iced water in restaurants - unlike in Aussie parks where they charge thru the roof for water. sorry I Can't write more but this is from my phone which is too hard to type from"
2966,5,12-Dec,Malaysia,Packed during weekends,"My latest trip to Disneyland was quite dissapointed this time.There's too many people. We were travelling with small children and we can only allocate our visit to Disneyland on Saturday.However Disneyland is still in our heart at its best. I have been to Tokyo Disneyland and Disneysea several times and I love it in each visits.My advice is do go to Disneyland during weekdays and avoid during any public holidays, Golden Week holidays, Obon Holidays and new Year holidays to enjoy the rides. If not, the queu will be like 100mins, 120mins and you have to run to get the special express pass when the Disneyland gates open."
2967,1,13-Apr,United Kingdom,Crazy overcrowded and under-served.,"It is shocking to me that anyone can give this resort anything but a terrible score. Disney have been greedy and irresponsible letting in about 5 times more people than the park can realistically serve. Having queues as long as 4 hours in the blistering sun for a single 10-minute ride is not only a terrible experience, it should be illegal. While the queues are very civilized and well organized in classic Japanese style, no amount of red tape will ever cover up the fact that Disney have been abusing park attendees with it's admittance policies.Having just returned from a two-day foray into the resort I can't recommend enough that people STAY THE HELL AWAY FROM THIS HOLE. The amount of people meant that it was near impossible to move around, let alone get on any rides. Forget about FastPasses too because by 10:30 most of them were gone and the queues at the ticketing sections were full and closed. When you having 20 meter queues at your popcorn stands you know that you have an overcrowding problem and of course management was STILL selling more tickets and letting people come in. I felt like I was going crazy, queues started forming everywhere and for everything. Why the hell do the Japanese locals put up with this is beyond me, I guess it's a cultural difference. If you're not of a culture that imbues you with interminable patience DO NOT GO TO THIS PARK."
2968,3,13-Mar,Iran,Very crowded,I visited here in an ordinary day to prevent holiday crowdings. Before the noon it was acceptable however it was getting crowded at afternoon and you have to stay in long queues to be able to visit a place. It was rainy and relatively cold too and It seems to be better to visit after mid April as the schools are open at this time in Japan and the weather is warmer you may expect a better experience.
2969,1,13-Feb,Australia,Very disappointed - Lines of Lemmings,"This was rather a painful experience.Once I reached the park it seemed to be a quiet day when there was no waiting for tickets. But once I was in, it was a swarm of people.Although the staff are very friendly and the park is exceptionally clean, there are long queues for absolutely EVERYTHING including food, toilets, photo with characters and rides. For instance, we waited for over two hours for a two minute ride. Even souvenir shops are completely packed with people.Definitely a waste of money."
2970,5,12-Apr,Czechia,Unforgettable experience,"Excellent place to go, except for the queue. I was surprise with the queue because in Japan I've never seen long queues...  Just get the fastpass the ride you want first.It's a dream to be at Tokyo Disneyland!"
2971,1,N/A,Thailand,Painful experience - they should be ashamed.,The lines of people waiting for rides is horrible.  2+ hours waiting. They should be ashamed they are making people wait like this. Select one ride and you wait like cattle inching forward every minute or so.Fast past system is really bad as you ask for a fast pass and they tell you that there are no more available.  By far this place was my worst experience in Japan so far. Even the seating in cars on rides was too small to accommodate me.They didn't have characters walking around the park or entertainment while waiting in line either.  Found Disneyland in Anaheim much better.
2972,1,13-Mar,United Kingdom,Dreadful Experience,"This is Disney hell. We arrived late morning and we surprised how quiet it seemed. Little did we know? Having paid the entrance we walked into a maelstrom of people with 2+ hour queues and no fast passes remaining. At best we could have gone on a couple of attractions which for 10,000+ yen is terrible value. We demanded our money back which - to be fair - we got. Worth knowing if you feel duped."
2973,5,13-Mar,Australia,Better than Anaheim,"I'm on a mission to see all 5 Disneys and with Paris and Orlando left, I can safely safe this is the best so far.  But be warned, the crowds are more than anywhere else too.  Read up on Fastpass and pick the ride you want first and then go from there.  The park opens at 8 (well at this time of year it did) and I highly suggest being there then. Bring your own water, they don't sell it readily but there are bubblers if you're desperate.  Plus the Japanse put the 'amp' into camp when it comes to this sort of stuff.  Enjoy! "
2974,4,13-Mar,Panama,Looong Lines,This park is about the size of Disneyland California but with about 3 or four times as much people.  Frustrating
2975,4,N/A,Singapore,Great sights,"The architect are great. Its very magical & happy but the long queue did kill my mood. We were not able to complete the rides as some rides can give u a good waiting time of 3 hours. So we focus on the magical feelings & go for rides that have shorter queues. I would like to give credit to the people working in Disneyland! During a 45 mins queue, the rides in charge did songs, raps & riddles to engage the queuers. The cleaners offered to load the trash off my hand while I was walking around. But as compared to Disneysea, I think Disneysea is a better choice."
2976,5,13-Jan,Singapore,Always a dream!,"Our kids made it clear that every trip to Tokyo must include the famous theme park.  We came again in January particularly to also cover the Monster Inc. Ride which is similar to that in California and not available in Paris or Hong Kong.  It was one of the park's favourite attraction along with  Winnie the Pooh Ride etc. so go get a Fast Pass in advance.  Do note that you can only get one Fast Pass at a time.  The crowd in Tokyo Disneyland can be overwhelming as it is very popular among Asian tourists and local Japanese.  Best to visit Monday to Thursday and plan ahead where to go.  We managed to cover a record 11 rides this time!  Do check ahead at the website for locations of the special events.  The Nightime Parade is quite spectacular but it's freezing cold in winter so be prepared with warm clothing's.  Don't be surprised with a fair bit of shopping as the merchandise here are quite attractive with some unique items available or being sold here first.  Departing from the theme park, we find it easier to take the Disneyland bus rather the train where you need to walk some 15-20min (with kids) to reach the station.  However, do know the bus timetable ahead and you may need to arrive early to get seats."
2977,4,12-Oct,Indonesia,Disneyland in October,"We went here last year on the 4th of October 2012 (Thursday). I am myself a huge Disney fan, and have been to Tokyo Disneyland before. This is my 5th visit, but it's my 1st visit with my 3 year old son. Things are obviously different with a small kid in tow, we move in a slower pace but nevertheless the experience is still very fun and entertaining for all of us. You can rent a stroller/pram there for about ¥700 for a whole day. We brought our own pram though.. For those with smaller babies, there's two baby centers.. One in Toon Town and the other in World Bazaar (just before Tomorrowland) and you can use the microwave there, nurse your baby or request for hot water for the baby's formula. There's always a stroller parking spot in almost every ride, so you can park your stroller there.We arrived at about 9ish (we didn't go early to wait at the entrance before opening time) and had a light breakfast first there - I would recommend to arrive earlier and have breakfast beforehand to save time though. We planned to do this, but as some of you may know, with kids sometimes things just doesn't go as planned. =) The queue in the morning is bearable, we waited for about 5 to 25 minutes maximum to go on the rides. The more popular rides have longer waiting time. In the afternoon, the queue times become longer (about 60 minutes+++). Perhaps more people come to the park after school/work? However we got to ride all of the rides we wanted to go on in one day, which is good. Totally different story with Disney Sea the next day, but that's a whole other review to write. Everything is very clean here, food is your average theme park quality (but cuter). Everyone is very friendly and happy to help.Long queue to meet and greet the characters, especially Micky and Minnie.TIP: if you can, check when and what day you will be at TDL. School Holidays, public holidays and weekends need to be avoided at all cost (unless you want to wait for 2-3 hrs for each ride), and the day before and after long weekend.Generally saying, the safest day to go is either a Wednesday or Thursday. There's a website that predicts how crowded TDL and TDS will be, but it's in Japanese."
2978,4,12-Dec,Australia,"You can't go wrong with Disney, except for line though.","There isn't much to say about DisneyLand Tokyo, it's DisneyLand but mostly in Japanese but everyone is nice. Getting there is fairly easy by train, not sure how the bus is. Now, because I live in Australia, I got very excited that I was going to DisneyLand and because I was alone, I could go on any ride I wanted, talk about a day being a kid!My sister went to DisneyLand in America a few months before so the rides were similar except a few were different, I believe the Monsters Inc ride was different. The lines were long, but that is to be expected from any DisneyLand. If you like DisneyLand type parks, then you'll love this one. Like the big tourist things in Japan, everything is in Japanese and English. If you go, obviously spend the whole day, get on as many rides as possible and watch the parades. Whilst I was there (early December 2012) there was a spectacular night parade where the floats were made up of led lights that would flash and change color. All in all, a great day, but try to stay away from the ""Western"" area if you're coming from Australia, USA, UK, etc as it's more for the Japanese and can be boring."
2979,1,13-Mar,Australia,Waste of time and money,"Who wants to wait for 2 hours for a ride that lasts less than 2 minutes? Queue up for expensive, garbage food? And the toilet? The whole thing overcrowded and over-priced. If you want a thrill, ride the Shinkansen."
2980,5,13-Jan,Australia,Disneyland and Disney Sea - a week in Jan,"Family of 9,  6 adults and three children under 4 spent a week in Jan this year. Th highlight was the snow which Tokyo had for the first time in a long time.. My four year old grandaughter loved meeting the characters. She had to wear a different princess dress each day. But was forced to wear her parka over the top. Can be icy cold especially at Disney Sea. She loved splash mountain and we all enjoyed the Monsters Ink ride.  The indoor children's area at Disney Sea is great to get away from the wind. Found the park to be so clean with fantastic amenities and reasonably priced meals. They even mad special meals for my coeliac grandaughter. A fantastic trip was had by all"
2981,4,N/A,N/A,Just enjoyable to be inside fun,"Get there early eg. Half hour before opening time. Shuttle bus depart most nearby hotel at good timing un the morning so u could get a good start from the long lines. Was actually late Jan when I was there and pretty cold on the outdoor rides. My son loved walking around donald's and minie's compound. Gingerbreadman roller coaster is a good one for preschoolers. The shrek show is pretty good too. Toy story attraction is pretty average tho. Train station was nice but views from the train not that fantastic. Had a hard time finding my way back to the Mystays Hotel as it was dark when we left so we took a long walk in the cold, passed the train station and all those japanese signs wasnt of much help. Would be nice to have English signboards showing location of major hotels to/from Disneyland. Overall, it is one of the major highlights in Tokyo and should not be missed."
2982,2,13-Feb,Japan,Disappointing- line ups atrocious,"Be warned!!!!!----February mid-week was traditionally a great time to go to Disneyland, as it was slow season and if you dressed warmly- you were set as the lines up would be reasonable. This is no longer the case. We went yesterday on a Thursday- parking lot looked fine but there were many buses entering. Park opened at 9 am, line ups were 2 to 3 hours long by 9:20 and fast passes were gone for the day or the lines ups for the fast passes were 30 minutes long.  The line up for Thunder Mountain went down the park past Bear Jamboree- 3 hours long. The line up for Buzz lite year- went around the Tomorrowland restaurant- a good 2 hours or more.  You pay for Disney so that you can go on the rides- with these line ups you would perhaps get  2 or 3 rides in a day and a few little ones like the merry-go-round.The park now has a student promotion during this time period, and does not seem to be limiting the amount of schools visiting. The park was ""swarming' with young people. Although happy for their day off from school, they all are going on the big name rides, there is no mix of visitors- leading to long wait times. They have over sold the bus tours to bring their revenue up. This spoiled the day for everyone- I am not paying to stand in line all day to do 3 rides in a day. This is unreasonable. I am not a money machine for Disney and that's how I felt. We are quite unlikely to return with our family to this Disney Park- a shame. But it is becoming impossible to find a medium crowd day anymore. Our money will be better spent at another Disney Park or a competitor."
2983,5,12-Dec,Australia,"Our 3rd Disneyland, but we had to go and loved it!","We visited Japan in December 2012 and even though we had already gone to Anaheim and Euro Disneylands, we decided to visit Tokyo Disneyland too.Wonderful experience, we ABSOLUTELY LOVED IT.We did it in two days, as we already knew the rides we liked (from the other Disneylands). Contrary to other reviews, we didn't find it very crowded, although it was full with Japanese school students.We spent 2 full days (morning to night) and although winter in Japan, the experience was fabulous. The people were extremely helpful and it was one of the cleanest Disneylands we visited, And of course, safety was paramount, We never felt unsafe, anywhere in Japan and especially Disneyland.High recommended for anyone to visit, young or old!!!"
2984,5,12-Apr,United States,Loved it!,"We visited Tokyo Disney as a group which included myself, my husband, our 3 year old son, my sister in law, and her 8 year old son. The experience was great. It exceeded my expectations especially Disney Sea. Like the one in California, they have Disneyland and then California Adventures. Japan's Disney Sea is the equivalent of California Adventures. The place was great. I loved the different themes such as the Little Mermaid and Aladdin. Of course, the park was very clean. Loved the different kinds of popcorn flavors sold throughout the park and the different sorts of pastries. The park was also very friendly for families with strollers. Most of the rides were child friendly especially for 3 year olds. Overall the experience was great and I wouldn't mind going back again and again maybe when my son gets older. Only note is to make sure you've got spending money especially if you want to bring home souvenirs and do miscellaneous shopping at the park. The only disadvantage if needed be mention is that most of the shows were in Japanese (which is expected being in Japan) but the nice thing is they provided little monitor looking gadgets which provide English subtitles."
2985,5,N/A,Australia,Exceeded my expectations,"I absolutely loved this place! My partner and I are both in our mid-twenties but enjoyed every bit of it. We went on a Thursday in February. It was cold but sunny.We went on most of the attractions and our longest wait was 40 minutes for the Roger Rabbit ride in Toon Town. Most other rides only had a 15-20 minute wait and some, like the Pirates of the Caribbean ride, had no wait at all! A very different experience to my first visit in September 2004 as it was incredibly busy and lines were absurd, 3hour wait time.The park is so clean and there is music everywhere and creates a magical atmosphere. The rides were very impressive, especially the graphics and illusions incorporated into rides like The Haunted Mansion. We stayed until the night time light parade at 6.30pm (we arrived at 11am and walked straight in...no line!) Food and souvenirs were not as pricey as I thought they might be. I had a wonderful time. There were a lot of young adult couples and groups of friends there too...so it is not an experience just for children and families. Highly recommended in winter if you don't mind the cold.  "
2986,2,N/A,N/A,Fast pass farce!,"Disney was great if you love standing in line watching people with fast passes walk past you, and just when you think you are going to get in the queue attendant makes you wait a little longer in case there are any more fast passes.... So you can wait some more"
2987,4,N/A,Malaysia,A nice place for outing with friends and family. . And Disney fans too!,Cinderella's castle was beautiful. . The hall is a must visit. We got to watch both day and night parade.. it was fantastic. Snow White booth.. hmm.. seemed scary because there were just too much of the bad queen. The wild wild west ride was also fun (but a bit creepy for my little daughter).Go there early to avoid long queues to take pics with Disney characters. We purchased the single day entry.. myb not enough to play everything inside disneyland. 
2988,5,13-Jan,United States,Just like in the U.S.,"Tokyo Disneyland is practically identical to the one in California, so if you have been to that one, do not expect anything new here.  The biggest difference is obviously that the characters speak in Japanese in the park and on the rides, although they still sing the songs in their English form.I went on a cold, rainy day in January and had practically no waits in any of the lines.  I have been to Disneyland/DisneyWorld many times, so I was a bit bummed that I wasted a day in a culturally-rich place going to the same park.  However, if you have never been, Disneyland is amazing.The park entrance is directly next to the entrance of DisneySea (in comparison-- AMAZING and 100% worth it), so your party can split up and meet in front of the gates at the end of the day if necessary.  The park is accessible by a train ride from most hotels in Tokyo (I stayed at the Tokyo Hilton and had about a one-hour commute)."
2989,4,12-Nov,Japan,DisneySea & Disneyland - memories of childhood in a new light,"Despite the crowds of Tokyo Disney parks, the experience is always positive. People are courteous and most children are well behaved - quite unlike American Disney parks. From signature food items to cute merchandise, the park doesn't have to work too hard to make you spend your money. Nevertheless, the atmosphere is light hearted and enjoyable. DisneySea is a great one to visit since it is not offered anywhere else in the world -- it's more of a combination of all of Disney World Florida parks."
2990,3,13-Jan,New Zealand,Not that fantastic compared to California's,"I found the one in California to be much more worth it. The queue for the rides were very long as usual. Most of the staffs speak minimal English but they will start explaining everything in Japanese even though you do not understand them. There were not many rides, main ones would be Space Mountain, Big Thunder Mountain and Splash Mountain. The haunted house was not open when we visited. There are also lots of local tourists and very few foreign tourists. You'll have to sit on the floor to watch the parade so many of the local tourists bring their own mats to lay on the floor. We went on a Sunday and saw the 2PM parade, as well as the 7.30PM electrical parade. Fireworks was not very spectacular. The tickets were cheap though. There was student discount if we produced our student cards. Overall, still enjoyable but would not go back again."
2991,5,13-Jan,Singapore,A world of dreams,"Its so wrong to think that Disneyland is only for the children. It is for everyone, from the very young to the seniors. A fairytale land where one can just forget about the world outside and enjoy themselves. There are things just about for anyone. Most of the rides are catered for the family and younger children, so they tend to be mild. Still, there are some more thrilling ones; a personal favourite being the Space Mountain. I had to battle the crowds even when I visited on a weekday. There were tourists and locals swarming the park. Entrance tickets can be purchased online, at the Disney store in Shibuya or at the park entrance itself. The only thing about buying tickets at the park itself? You will have to wait and queue. Food outlets are located all over the park, so are souvenir shops. It would be good to check out when the daily parade takes place. Not sure if there is a fixed timing for it. If so, it is at 2pm on weekdays. This is when the various Disney characters appear in song and dance, going past the waving crowd. Photo-taking with individual characters can also be done.. but it was really tough with the more popular characters. What with so many people vying for their attention! Fireworks are not on every evening. Please check the park calendar and schedule if you are visiting to see the fireworks. Operating hours of the park varies too!! Please check their website.As much as the entrance fee is pricey, Disneyland is worth at least one visit."
2992,4,12-Dec,Japan,Exciting place to get you mind relaxed.,A fun place to visit on weekend. Crowded on most weekends and holidays. So you better buy your ticket in advance.
2993,5,12-Jun,Australia,Disney Summer... A must do!,"I went to the Disney resort over the summer of 2012 and couldn't have had a greater time. It is almost as large as the one in California and just as incredible. Some rides are in Japanese but that doesn't take the thrill away at all. Spectacular shopping, plenty of food choices and an all round amazing time, I did four days but i could have done more if i had more time. Anyone of all ages with a love for disney will be blown away!"
2994,4,13-Jan,United States,Coming of Age Day 2013,"I went to Tokyo Disneyland during a national holiday known as Coming of Age Day. Normally the park is incredibly crowded, but since the weather was unfavorable (it rained and snowed) it was moderately crowded, but it lightened as the day continued. As an American, I relished in the idea of it snowing at a Disney park. It's magical in an entirely new way. That being said, if you visit in Winter, be warned! The day I went, the forecast was rainy and 40 degrees F. It rapidly became a slushy, snowy pile up. Luckily the park sells many ponchos and umbrellas. Weather aside, the park is very enjoyable, even in the rain/snow. It is very spacious compared to it's California counterpart and more modern. The rides are different than in California, but it doesn't have as many of them."
2995,5,12-Jun,Australia,Unique rides - Pooh's Hunny / Honey Hunt a must !,"We have visited a few Disneylands in the past and this one in Tokyo will not disappoint.Out of the most rides below are the ones which I most liked.1. Pooh's Hunny Hunt - not only it is fun and exciting to ride in, you also admire the engineering behind it - how can they make this ride work in a safe and fun manner ? Plan ahead as the queue for this one is very very long ! 2. Space mountain - because I love roller coaster rides.skip ""it's a small world"" unless if you are with Kids."
2996,4,N/A,Australia,Amazing!,"I was so impressed with this theme park. We bought our tickets the day before at the Disney store in Takeshimaya in Shinjuku. We went on a Monday. The lines were not bad at all when we arrived about 10:30am, but they did get longer throughout the day. The park is beautiful with attention to detail, all the themes uniforms and smiling workers.Yes, all the audio for rides and shows is in Japanese, but you get the idea.They had so many cute and special foods, like monsters inc bun, toy store mochi, Mickey Mouse waffles etc etc. we had brought some snacks in from the convenience store at the train station to cut down on spending on the typically overpriced theme park food, but we still had to buy some of these cute things!I couldn't believe how special they had made it for Christmas, decorations outside, and they had even done the special it's a small world and nightmare before Christmas rides!! We didnt get time to do absolutely everything, but almost everything. The fast pass system is great, but gets full by the end of the day, so work out what you want to use it for and get in quick. We did the nightmare before Christmas ride and astroblasters. By the time we came out of that at 4pm, all the other fast passes were already finished.I had previously been to the Hong Kong Disneyland, and that was a fun day, but the Tokyo one is twice as big!! Next time I will go to Tokyo Disney Sea!!  It really is the happiest place on earth! The nighttime electrical parade is awesome also!"
2997,4,13-Jan,Singapore,Fun day out!,"Having never been to Disney anything, we simply had to make a trip to Disneyland. Being an avid fan of Disney cartoons after growing up on a steady diet of Cinderella, Peter Pan and Lion King reruns, it was a most memorable day, and it was really fun to boot. Don't worry about the language problem. I cannot speak Japanese and got along fine. Just be warned that anything that speaks in rides speaks in Japanese. You'll still get the main idea. I am terrified of roller coasters so there is no review of that. Instead, I really enjoyed all the kiddy rides we took. The Peter Pan ride had fantastic animatronics, including a whole lighted-up city. It really felt as though we were flying through the story. My personal favourite is 'It's a Small World'. Since we were there during the New Year's season, it was still running a special Christmas and New Year's display that was really pretty! Also enjoyed cheesy things like a cruise along the river in the big steamer boat, spinning teacups and the carousel. The Pooh's Hunny Hunt ride is also pretty awesome and if you love cutesy things, you have to rush for your Fast pass or queue up for it. Missed out on Monsters Inc and the Buzz Lightyear ride so I guess I'll have to go back for that! Food is pricey so we bought lots of snacks from a convenience store near our accommodation and brought it over though. There were lots of families with little kids around when we visited so it's certainly a place that's great for people of all ages."
